n_gt,proposal_contains_gt_pct,ranker_selected_gt_compatible_pct,centre_error_mean,centre_error_median,centre_error_p90,mean_iou,median_iou,pooled_micro_iou50_pct,pooled_micro_iou75_pct,sequence_macro_iou50_pct,inference_p50_ms,inference_p95_ms,inference_p99_ms,fold,config
50.0,100.0,34.0,140.252952787247,51.18997527949693,414.1816339624935,0.04462762837488999,0.0,0.0,0.0,0.0,1.31855,2.006685,2.500521,3,A0
50.0,100.0,68.0,26.25586096585216,15.377860453993922,72.33847360287477,0.07661398954342516,0.07688229056203605,0.0,0.0,0.0,2.9618,3.7580699999999996,4.387744999999999,3,A1
50.0,100.0,68.0,21.893550684529757,9.11798273808782,66.77624122178777,0.11647693950986411,0.097188995215311,2.0,0.0,1.2820512820512822,2.8091999999999997,3.6913099999999988,4.067095999999999,3,A2
50.0,100.0,68.0,21.893550684529757,9.11798273808782,66.77624122178777,0.2779211758008872,0.3218084983907376,24.0,0.0,25.934065934065938,3.46705,4.578905,5.155083999999999,3,A3
50.0,100.0,68.0,21.893550684529757,9.11798273808782,66.77624122178777,0.3483570064646828,0.3696224734469511,44.0,0.0,41.904761904761905,4.700950000000001,6.032205,6.2669429999999995,3,A4
50.0,100.0,42.0,62.773795655305086,40.4950659092876,111.45478164748688,0.06977853811365424,0.0,0.0,0.0,0.0,1.5904500000000001,2.3662449999999997,2.9338429999999995,3,A2_M1
50.0,100.0,42.0,62.773795655305086,40.4950659092876,111.45478164748688,0.15827479980812237,0.0,10.0,0.0,11.611721611721611,3.49695,4.5408349999999995,5.340573,3,A4_M1
9409.0,93.99511106387502,76.66064406419386,74.42175734138372,3.1683531271721526,363.204189162028,0.27487829316869977,0.28888888888888886,13.030077585290678,0.27633117228185783,9.828058622208982,1.7003,7.152200000000002,9.368052,4,M1_S0
9409.0,93.99511106387502,76.66064406419386,74.42175734138372,3.1683531271721526,363.204189162028,0.356111558397105,0.3655476913468244,29.37612923796365,8.332447656499097,27.58435227277069,6.0157,10.664460000000002,24.950576,4,M1_S1
9409.0,93.99511106387502,76.66064406419386,74.42175734138372,3.1683531271721526,363.204189162028,0.36282227227892727,0.3751065508472801,32.68147518333511,8.24742268041237,30.821726714563752,8.9774,11.31862,13.404860000000001,4,M1_S2
9409.0,93.99511106387502,86.21532575193963,39.204043319372886,2.7001165241526004,153.1937664107484,0.2990578518703103,0.30539110890563614,13.901583590179614,0.29758741630353913,10.511157234901141,7.259,10.03614,14.626108000000018,4,M2b_S0
9409.0,93.99511106387502,86.21532575193963,39.204043319372886,2.7001165241526004,153.1937664107484,0.41355622908237893,0.4234490860241025,36.95398023169306,9.809756616005952,36.97673816177816,8.9906,13.97108,36.03391200000004,4,M2b_S1
9409.0,93.99511106387502,86.21532575193963,39.204043319372886,2.7001165241526004,153.1937664107484,0.4145037376135588,0.4242556444805541,37.16654267190987,10.649378254862366,37.82869512641157,11.6641,14.9212,18.376304,4,M2b_S2
9409.0,93.99511106387502,62.50398554575407,119.83502075122405,5.0990195135927845,369.40546817188556,0.21097370958862102,0.226890756302521,6.387501328515251,0.10628122010840685,5.1500850570675825,3.6543,5.34856,6.5560800000000015,4,A0
9409.0,93.99511106387502,86.21532575193963,41.450295405544246,5.385164807134504,154.0318148079367,0.22243707792539025,0.216,3.87926453395685,0.04251248804336274,3.665076736353448,7.1142,10.958480000000007,37.987804000000004,4,A1
9409.0,93.99511106387502,86.21532575193963,39.204043319372886,2.7001165241526004,153.1937664107484,0.2990578518703103,0.30539110890563614,13.901583590179614,0.29758741630353913,10.511157234901141,8.5672,16.047620000000023,32.60278800000002,4,A2
9409.0,93.99511106387502,86.21532575193963,39.204043319372886,2.7001165241526004,153.1937664107484,0.41355622908237893,0.4234490860241025,36.95398023169306,9.809756616005952,36.97673816177816,8.9524,16.535120000000006,77.43751200000001,4,A3
9409.0,93.99511106387502,86.21532575193963,39.204043319372886,2.7001165241526004,153.1937664107484,0.4145037376135588,0.4242556444805541,37.16654267190987,10.649378254862366,37.82869512641157,11.4741,13.720960000000002,15.800600000000003,4,A4
9409.0,93.99511106387502,76.66064406419386,74.42175734138372,3.1683531271721526,363.204189162028,0.27487829316869977,0.28888888888888886,13.030077585290678,0.27633117228185783,9.828058622208982,4.1236,6.06536,7.665176000000001,4,A2_M1
9409.0,93.99511106387502,76.66064406419386,74.42175734138372,3.1683531271721526,363.204189162028,0.36282227227892727,0.3751065508472801,32.68147518333511,8.24742268041237,30.821726714563752,8.7777,11.724500000000004,32.463672,4,A4_M1
